Company_name,Role,Skill,Question_category,Question,Answer,Round
Amazon,Data Engineer,Machine Learning,Technical,How does regularization help in linear regression?,Regularization adds a penalty to the loss function to reduce model complexity and prevent overfitting.,2
Amazon,ML Engineer,Python,Technical,What is the difference between a tuple and a list?,Tuples are immutable and use parentheses; lists are mutable and use square brackets.,3
Amazon,Applied Scientist,NLP,Technical,What is tokenization in NLP?,Tokenization is the process of splitting text into individual words or phrases called tokens.,3
Amazon,Data Scientist,SQL,Technical,Write a SQL query to get the top 5 products with the highest average rating.,"SELECT product_id, AVG(rating) AS avg_rating FROM reviews GROUP BY product_id ORDER BY avg_rating DESC LIMIT 5;",1
Amazon,Data Engineer,Machine Learning,Technical,Explain how a decision tree splits data.,It uses criteria like Gini Impurity or Information Gain to split data at each node to maximize separation.,2
Amazon,ML Engineer,Python,Technical,How do you reverse a list in Python?,Use list[::-1] or the reverse() method.,3
Amazon,Applied Scientist,NLP,Technical,Explain how BERT handles context in NLP.,BERT uses bidirectional transformers to understand context from both left and right sides of a word.,3
Meta,Data Analyst,Technical,Technical,What is the difference between inner join and outer join?,"Inner join returns matching rows, while outer join returns matching and non-matching rows from one or both tables.",3
Meta,Data Analyst,Behavioral,Technical,How do you handle missing data?,"Options include deletion, imputation, or using algorithms that support missing values.",2
Meta,Data Analyst,Behavioral,Technical,"How do you handle missing data?In an A/B test, how can you check if assignment to the various buckets was truly random?","Options include deletion, imputation, or using algorithms that support missing values.Plot the distributions of multiple features for both A and B and make sure that they have the same shape. More rigorously, we can conduct a permutation test to see if the distributions are the same.
 MANOVA to compare different means",3
Meta,Data Analyst,Technical,Technical,What is R2? What are some other metrics that could be better than R2 and why?,"goodness of fit measure. variance explained by the regression / total variance
 the more predictors you add the higher R^2 becomes.
 hence use adjusted R^2 which adjusts for the degrees of freedom 
 or train error metrics",3
Meta,Data Analyst,Technical,Technical,What is normalization in data processing?,"Normalization scales the data to a specific range, typically [0, 1].",1
Meta,Data Scientist,Technical,Technical,How do you evaluate a classification model?,"Metrics include accuracy, precision, recall, F1-score, and AUC-ROC.",3
Meta,Data Scientist,Technical,Technical,What is the difference between supervised and unsupervised learning?,"Supervised learning uses labeled data, unsupervised learning does not.",3
Meta,Data Scientist,Technical,Technical,What is feature engineering?,Feature engineering involves creating new input features from existing ones to improve model performance.,2
Meta,Machine Learning,Technical,Technical,Explain bias-variance tradeoff.,It's the balance between a model's complexity and its performance on training vs test data.,3
Meta,Machine Learning,Technical,Technical,What is cross-validation?,Cross-validation is a technique for assessing how a model generalizes to an independent dataset.,2
Meta,Machine Learning,Technical,Technical,What is overfitting in machine learning?,"Overfitting occurs when a model learns noise in the training data, performing poorly on unseen data.",3
Meta,Data Analyst,Technical,Technical,What is the difference between clustered and non-clustered index?,"A clustered index determines the physical order of data, while a non-clustered index does not.",2
Meta,Data Analyst,Technical,Technical,Explain ETL.,"ETL stands for Extract, Transform, Load – a process used to prepare data for analysis.",1
Meta,Data Analyst,Technical,Technical,How do you detect outliers in a dataset?,"Using statistical methods like IQR, Z-score, or visualizations like box plots.",2
Meta,Data Analyst,Technical,Technical,What are some common data visualization tools?,"Tableau, Power BI, Excel, matplotlib, and seaborn.",3
Meta,Data Analyst,Behavioral,Technical,How do you handle missing data?,"Options include deletion, imputation, or using algorithms that support missing values.",2
Meta,Data Analyst,Technical,Technical,Explain ACID properties in databases.,"Atomicity, Consistency, Isolation, Durability – key properties of reliable database transactions.",1
Meta,Data Analyst,Technical,Technical,What are window functions in SQL?,Window functions perform calculations across rows related to the current row.,3
Meta,Data Analyst,Technical,Technical,What is a pivot table?,A pivot table summarizes data and allows interactive exploration of data trends and patterns.,1
Meta,Data Analyst,Technical,Technical,What is the difference between DELETE and TRUNCATE in SQL?,"DELETE removes rows one at a time and logs each deletion, TRUNCATE removes all rows instantly.",2
Meta,Business Analyst,Technical,Technical,Difference between BRD and FRD?,"BRD outlines what the business needs, FRD details how to fulfill those needs.",3
Meta,Business Analyst,Technical,Technical,Difference between functional and non-functional requirements?,"Functional specify what the system should do, non-functional specify performance criteria.",2
Meta,Business Analyst,Technical,Technical,What are KPIs and how do you define them?,Key Performance Indicators are measurable values that indicate success in achieving objectives.,1
Meta,Business Analyst,Technical,Technical,What is GAP analysis?,It identifies the difference between current and desired performance.,1
Meta,Business Analyst,Technical,Technical,What is scope creep?,"Uncontrolled expansion of project scope without adjustments to time, cost, and resources.",1
Meta,Business Analyst,Technical,Technical,What is a use case?,It describes how a user interacts with a system to achieve a goal.,1
Meta,Business Analyst,Technical,Technical,What is stakeholder analysis?,It identifies stakeholders and evaluates their interests and influence on a project.,2
Meta,Business Analyst,Technical,Technical,What tools are used for business process modeling?,"Tools include Lucidchart, Visio, and Bizagi.",3
Meta,Business Analyst,Technical,Technical,How do you manage changing requirements?,"By documenting, prioritizing, and communicating changes effectively.",1
Meta,Business Analyst,Technical,Technical,What is a SWOT analysis?,"SWOT stands for Strengths, Weaknesses, Opportunities, and Threats.",3
Meta,Machine Learning,Technical,Technical,Difference between classification and regression?,"Classification predicts categories, regression predicts continuous values.",1
Meta,Machine Learning,Technical,Technical,What is the difference between bagging and boosting?,"Bagging builds models in parallel, boosting sequentially improves on errors.",1
Meta,Machine Learning,Technical,Technical,What is overfitting?,Overfitting occurs when a model learns noise from the training data.,2
Meta,Machine Learning,Technical,Technical,What is a confusion matrix?,A table that shows true vs predicted classifications.,1
Meta,Machine Learning,Technical,Technical,Explain the curse of dimensionality.,"High dimensionality makes clustering hard, because having lots of dimensions means that everything is ""far away"" from each other.
 For example, to cover a fraction of the volume of the data we need to capture a very wide range for each variable as the number of variables increases
 All samples are close to the edge of the sample. And this is a bad news because prediction is much more difficult near the edges of the training sample.
 The sampling density decreases exponentially as p increases and hence the data becomes much more sparse without significantly more data. 
 We should conduct PCA to reduce dimensionality",2
Meta,Data Scientist,Technical,Technical,What is the difference between supervised and unsupervised learning?,"Supervised uses labeled data, unsupervised does not.",1
Meta,Data Scientist,Technical,Technical,What is PCA?,Principal Component Analysis reduces dimensionality by transforming variables.,1
Meta,Data Scientist,Technical,Technical,What is feature engineering?,Creating new input features from existing data to improve model performance.,1
Meta,Data Scientist,Technical,Technical,What is the difference between data mining and data analysis?,"Data mining finds patterns in large datasets, data analysis focuses on interpreting data.",3
Meta,Data Scientist,Behavioral,Technical,How do you handle multicollinearity?,"By removing variables, using PCA, or regularization techniques like Lasso.",2
Meta,Data Scientist,Technical,Technical,Explain the assumptions of linear regression.,"Linearity, independence, homoscedasticity, normality, and no multicollinearity.",2
Meta,Data Scientist,Technical,Technical,What is time series forecasting?,Predicting future values based on previously observed data.,3
Meta,Data Scientist,Technical,Technical,How would you explain a model to a non-technical audience?,"Using analogies, visualizations, and focusing on outcomes.",3
Meta,Data Scientist,Technical,Technical,What metrics do you use to evaluate regression models?,"RMSE, MAE, R² score.",3
Meta,Machine Learning,Technical,Technical,What is regularization?,A technique to prevent overfitting by adding a penalty to model complexity.,2
Meta,Machine Learning,Technical,Technical,What is the purpose of cross-validation?,To assess model performance on unseen data.,1
Meta,Machine Learning,Technical,Technical,What is the ROC curve?,A plot showing the performance of a classification model at all thresholds.,1
Meta,Machine Learning,Technical,Technical,Is more data always better?,"Statistically,
 It depends on the quality of your data, for example, if your data is biased, just getting more data won’t help.
 It depends on your model. If your model suffers from high bias, getting more data won’t improve your test results beyond a point. You’d need to add more features, etc.
 Practically,
 Also there’s a tradeoff between having more data and the additional storage, computational power, memory it requires. Hence, always think about the cost of having more data.",3
Meta,Machine Learning,Technical,Technical,What are advantages of plotting your data before per- forming analysis?,"Data sets have errors. You won't find them all but you might find some. That 212 year old man. That 9 foot tall woman.
 Variables can have skewness, outliers etc. Then the arithmetic mean might not be useful. Which means the standard deviation isn't useful.
 

 Variables can be multimodal! If a variable is multimodal then anything based on its mean or median is going to be suspect.",2
Meta,Data Analyst,Technical,Technical,Explain the central limit theorem and give examples of when you can use it in a real-world problem.,"The center limit theorem states that if any random variable, regardless of the distribution, is sampled a large enough time, the sample mean will be approximately normally distributed. This allows for studying the properties of any statistical distribution as long as there is a large enough sample size.
 

 Important remark from Adrian Olszewski: we can rely on the CLT with means (because it applies to any unbiased statistic) only if expressing data in this way makes sense. And it makes sense ONLY in the case of unimodal and symmetric data, coming from additive processes. So forget skewed, multi-modal data with mixtures of distributions, coming from multiplicative processes, and non-trivial mean-variance relationships. That are the places where arithmetic means is meaningless. Thus, using the CLT of e.g. bootstrap will give some valid answers to an invalid question.
 

  the distribution of means isn't enough. Every single kind of inference requires the entire test statistic to follow a certain distribution. And the test statistic consists also of the estimate of variance. Never assume the same sample size sufficient for means will suffice for the entire test statistic. See an excerpt from Rand Wilcox attached. Especially do never believe in magic numbers like N=30.
 

  think first about how to sensible describe your data, state the hypothesis of interest and then apply a valid method.
 

 Examples of real-world usage of CLT:
 

 The CLT can be used at any company with a large amount of data. Consider companies like Uber/Lyft wants to test whether adding a new feature will increase the booked rides or not using hypothesis testing. So if we have a large number of individual ride X, which in this case is a Bernoulli random variable (since the rider will book a ride or not), we can estimate the statistical properties of the total number of bookings. Understanding and estimating these statistical properties play a significant role in applying hypothesis testing to your data and knowing whether adding a new feature will increase the number of booked riders or not.
 

 Manufacturing plants often use the central limit theorem to estimate how many products produced by the plant are defective.",1
Meta,Data Analyst,Technical,Technical,Describe briefly the hypothesis testing and p-value in layman’s term? And give a practical application for them ?,"In Layman's terms:
 

 Hypothesis test is where you have a current state (null hypothesis) and an alternative state (alternative hypothesis). You assess the results of both of the states and see some differences. You want to decide whether the difference is due to the alternative approach or not.
 You use the p-value to decide this, where the p-value is the likelihood of getting the same results the alternative approach achieved if you keep using the existing approach. It's the probability to find the result in the gaussian distribution of the results you may get from the existing approach.
 

 The rule of thumb is to reject the null hypothesis if the p-value < 0.05, which means that the probability to get these results from the existing approach is <95%. But this % changes according to task and domain.
 

 To explain the hypothesis testing in Layman's term with an example, suppose we have two drugs A and B, and we want to determine whether these two drugs are the same or different. This idea of trying to determine whether the drugs are the same or different is called hypothesis testing. The null hypothesis is that the drugs are the same, and the p-value helps us decide whether we should reject the null hypothesis or not.
 

 p-values are numbers between 0 and 1, and in this particular case, it helps us to quantify how confident we should be to conclude that drug A is different from drug B. The closer the p-value is to 0, the more confident we are that the drugs A and B are different.",3
Meta,Business Analyst,Technical,Technical,"Given a left-skewed distribution that has a median of 60, what conclusions can we draw about the mean and the mode of the data?","Left skewed distribution means the tail of the distribution is to the left and the tip is to the right. So the mean which tends to be near outliers (very large or small values) will be shifted towards the left or in other words, towards the tail.
 

 While the mode (which represents the most repeated value) will be near the tip and the median is the middle element independent of the distribution skewness, therefore it will be smaller than the mode and more than the mean.
 

 Mean < 60 Mode > 60",3
Meta,Business Analyst,Technical,Technical,What is the meaning of selection bias and how to avoid it?,"Sampling bias is the phenomenon that occurs when a research study design fails to collect a representative sample of a target population. This typically occurs because the selection criteria for respondents failed to capture a wide enough sampling frame to represent all viewpoints.
 

 The cause of sampling bias almost always owes to one of two conditions.
 

 Poor methodology: In most cases, non-representative samples pop up when researchers set improper parameters for survey research. The most accurate and repeatable sampling method is simple random sampling where a large number of respondents are chosen at random. When researchers stray from random sampling (also called probability sampling), they risk injecting their own selection bias into recruiting respondents.
 

 Poor execution: Sometimes data researchers craft scientifically sound sampling methods, but their work is undermined when field workers cut corners. By reverting to convenience sampling (where the only people studied are those who are easy to reach) or giving up on reaching non-responders, a field worker can jeopardize the careful methodology set up by data scientists.
 

 The best way to avoid sampling bias is to stick to probability-based sampling methods. These include simple random sampling, systematic sampling, cluster sampling, and stratified sampling. In these methodologies, respondents are only chosen through processes of random selection—even if they are sometimes sorted into demographic groups along the way.",3
Meta,Business Analyst,Technical,Technical,Explain the long-tailed distribution and provide three examples of relevant phenomena that have long tails. Why are they important in classification and regression problems?,"A long-tailed distribution is a type of heavy-tailed distribution that has a tail (or tails) that drop off gradually and asymptotically.
 

 Three examples of relevant phenomena that have long tails:
 

 Frequencies of languages spoken
 Population of cities
 Pageviews of articles
 All of these follow something close to 80-20 rule: 80% of outcomes (or outputs) result from 20% of all causes (or inputs) for any given event. This 20% forms the long tail in the distribution.
 

 It’s important to be mindful of long-tailed distributions in classification and regression problems because the least frequently occurring values make up the majority of the population. This can ultimately change the way that you deal with outliers, and it also conflicts with some machine learning techniques with the assumption that the data is normally distributed.",3
Meta,Business Analyst,Technical,Technical,Say you flip a coin 10 times and observe only one head. What would be the null hypothesis and p-value for testing whether the coin is fair or not?,"The null hypothesis is that the coin is fair, and the alternative hypothesis is that the coin is biased. The p-value is the probability of observing the results obtained given that the null hypothesis is true, in this case, the coin is fair.
 

 In total for 10 flips of a coin, there are 2^10 = 1024 possible outcomes and in only 10 of them are there 9 tails and one head.
 

 Hence, the exact probability of the given result is the p-value, which is 10/1024 = 0.0098. Therefore, with a significance level set, for example, at 0.05, we can reject the null hypothesis.",2
Meta,Business Analyst,Technical,Technical,"You are testing hundreds of hypotheses, each with a t-test. What considerations would you take into account when doing this?","The main consideration when we have a large number of tests is that probability of getting a significant test due to chance alone increases. This will increase the type 1 error (rejecting the null hypothesis when it's actually true).
 

 Therefore we need to consider the Bonferroni Effect which happens when we make many tests. Ex. If our significance level is 0.05 but we made a 100 test it means that the probability of getting a value inside the rejection rejoin is 0.0005, not 0.05 so here we need to use another significance level which's called alpha star = significance level /K Where K is the number of the tests.",3
Meta,Data Analyst,Technical,Technical,What general conditions must be satisfied for the central limit theorem to hold?,"In order to apply the central limit theorem, there are four conditions that must be met:
 

 1.** Randomization:** The data must be sampled randomly such that every member in a population has an equal probability of being selected to be in the sample.
 

 Independence: The sample values must be independent of each other.
 

 The 10% Condition: When the sample is drawn without replacement, the sample size should be no larger than 10% of the population.
 

 Large Sample Condition: The sample size needs to be sufficiently large.",1
Meta,Data Analyst,Technical,Technical,What is skewness discuss two methods to measure it?,"Skewness refers to a distortion or asymmetry that deviates from the symmetrical bell curve, or normal distribution, in a set of data. If the curve is shifted to the left or to the right, it is said to be skewed.Skewness can be quantified as a representation of the extent to which a given distribution varies from a normal distribution. There are two main types of skewness negative skew which refers to a longer or fatter tail on the left side of the distribution, while positive skew refers to a longer or fatter tail on the right. These two skews refer to the direction or weight of the distribution.
 

 The mean of positively skewed data will be greater than the median. In a negatively skewed distribution, the exact opposite is the case: the mean of negatively skewed data will be less than the median. If the data graphs symmetrically, the distribution has zero skewness, regardless of how long or fat the tails are.
 

 There are several ways to measure skewness. Pearson’s first and second coefficients of skewness are two common methods. Pearson’s first coefficient of skewness, or Pearson mode skewness, subtracts the mode from the mean and divides the difference by the standard deviation. Pearson’s second coefficient of skewness, or Pearson median skewness, subtracts the median from the mean, multiplies the difference by three, and divides the product by the standard deviation.",2
Meta,Data Analyst,Technical,Technical,"Discuss the Chi-square, ANOVA, and t-test","Chi-square test A statistical method is used to find the difference or correlation between the observed and expected categorical variables in the dataset.
 

 Example: A food delivery company wants to find the relationship between gender, location, and food choices of people.
 

 It is used to determine whether the difference between 2 categorical variables is:
 

 Due to chance or
 

 Due to relationship
 

 Analysis of Variance (ANOVA) is a statistical formula used to compare variances across the means (or average) of different groups. A range of scenarios uses it to determine if there is any difference between the means of different groups.
 

 t_test is a statistical method for the comparison of the mean of the two groups of the normally distributed sample(s).
 

 It comes in various types such as:
 

 One sample t-test:
 Used to compare the mean of a sample and the population.
 

 Two sample t-tests:
 Used to compare the mean of two independent samples and whether their population is statistically different.
 

 Paired t-test:
 Used to compare means of different samples from the same group.",1
Meta,Data Analyst,Technical,Technical,"What is the difference between a confidence interval and a prediction interval, and how do you calculate them?","A confidence interval is a range of values that is likely to contain the true value of a population parameter with a certain level of confidence. It is used to estimate the precision or accuracy of a sample statistic, such as a mean or a proportion, based on a sample from a larger population.
 

 For example, if we want to estimate the average height of all adults in a certain region, we can take a random sample of individuals from that region and calculate the sample mean height. Then we can construct a confidence interval for the true population mean height, based on the sample mean and the sample size, with a certain level of confidence, such as 95%. This means that if we repeat the sampling process many times, 95% of the resulting intervals will contain the true population mean height.
 

 The formula for a confidence interval is: confidence interval = sample statistic +/- margin of error
 

 The margin of error depends on the sample size, the standard deviation of the population (or the sample, if the population standard deviation is unknown), and the desired level of confidence. For example, if the sample size is larger or the standard deviation is smaller, the margin of error will be smaller, resulting in a narrower confidence interval.
 

 A prediction interval is a range of values that is likely to contain a future observation or outcome with a certain level of confidence. It is used to estimate the uncertainty or variability of a future value based on a statistical model and the observed data.
 

 For example, if we have a regression model that predicts the sales of a product based on its price and advertising budget, we can use a prediction interval to estimate the range of possible sales for a new product with a certain price and advertising budget, with a certain level of confidence, such as 95%. This means that if we repeat the prediction process many times, 95% of the resulting intervals will contain the true sales value.
 

 The formula for a prediction interval is: prediction interval = point estimate +/- margin of error
 

 The point estimate is the predicted value of the outcome variable based on the model and the input variables. The margin of error depends on the residual standard deviation of the model, which measures the variability of the observed data around the predicted values, and the desired level of confidence. For example, if the residual standard deviation is larger or the level of confidence is higher, the margin of error will be larger, resulting in a wider prediction interval.",3
Meta,Data Analyst,Technical,Technical,What are joins in SQL and discuss its types?,"A JOIN clause is used to combine rows from two or more tables, based on a related column between them. It is used to merge two tables or retrieve data from there. There are 4 types of joins: inner join left join, right join, and full join.
 

 Inner join: Inner Join in SQL is the most common type of join. It is used to return all the rows from multiple tables where the join condition is satisfied.
 Left Join: Left Join in SQL is used to return all the rows from the left table but only the matching rows from the right table where the join condition is fulfilled.
 Right Join: Right Join in SQL is used to return all the rows from the right table but only the matching rows from the left table where the join condition is fulfilled.
 Full Join: Full join returns all the records when there is a match in any of the tables. Therefore, it returns all the rows from the left-hand side table and all the rows from the right-hand side table.",1
Meta,Data Analyst,Technical,Technical,"Define the primary, foreign, and unique keys and the differences between them?","Primary key: Is a key that is used to uniquely identify each row or record in the table, it can be a single column or composite pk that contains more than one column
 

 The primary key doesn't accept null or repeated values
 The purpose of the primary key is to keep the Entity's integrity
 There is only one PK in each table
 Every row must have a unique primary key
 Foreign key: Is a key that is used to identify, show or describe the relationship between tuples of two tables. It acts as a cross-reference between tables because it references the primary key of another table, thereby establishing a link between them.
 

 The purpose of the foreign key is to keep data integrity
 It can contain null values or primary key values
 Unique key: It's a key that can identify each row in the table as the primary key but it can contain one null value
 

 Every table can have more than one Unique key",3
Meta,Data Analyst,Technical,Technical,What is the difference between BETWEEN and IN operators in SQL?,"The SQL BETWEEN operator selects values within a given range. It is inclusive of both the ranges, begin and end values are included. The values can be text, date, numbers, or other
 

 For example, select * from tablename where price BETWEEN 10 and 100;
 

 The IN operator is used to select rows in which a certain value exists in a given field. It is used with the WHERE clause to match values in a list.
 

 For example, select COLUMN from tablename where 'USA' in (country);
 

 IN is mainly best for categorical variables(it can be used with Numerical as well) whereas Between is for Numerical Variables",2
Meta,Data Analyst,Technical,Technical,Assume you have the given table below which contains information on user logins. Write a query to obtain the number of reactivated users (Users who did not log in the previous month and then logged in the current month),"First, we look at all the users who did not log in during the previous month. To obtain the last month's data, we subtract an 𝐈𝐍𝐓𝐄𝐑𝐕𝐀𝐋 of 1 month from the current month's login date. Then, we use 𝐖𝐇𝐄𝐑𝐄 𝐄𝐗𝐈𝐒𝐓𝐒 against the previous month's interval to check whether there was login in the previous month. Finally, we 𝗖𝗢𝗨𝗡𝗧 the number of users satisfying this condition.",3
Meta,Data Analyst,Technical,Technical,Describe the advantages and disadvantages of relational database vs NoSQL databases,"Advantages of Relational Databases: Ensure data integrity through a defined schema and ACID properties. Easy to get started with and use for small-scale applications. Lends itself well to vertical scaling. Uses an almost standard query language, making learning or switching between types of relational databases easy.
 

 Advantages of NoSQL Databases: Offers more flexibility in data format and representations, which makes working with Unstructured or semistructured data easier. Hence, useful when still the data schema or adding new features/functionality rapidly like in a startup environment to scale with horizontal scaling. Lends itself better to applications that need to be highly available.
 

 Disadvantages of Relational Databases: Data schema needs to be known in advance. Ale schemas is possible, but frequent changes to the schema for large tables can cause performance issues. Horizontal scaling is relatively difficult, leading to eventual performance bottlenecks
 

 Disadvantages of NoSQL Databases: As outlined by the BASE framework, weaker guarantees of data correctness are made due to the soft-state and eventual consistency property. Managing consistency can also be difficult due to the lack of a predefined schema that's strictly adhered to. Depending on the type of NoSQL database, it can be challenging for the database to handle its types of complex queries or access patterns.",1
Meta,Data Analyst,Technical,Technical,What do you understand by Self Join? Explain using an example,"Self-join is as its name implies, joining a table to itself on a database, this process may come in handy in a number of cases, such as:
 

 1- comparing the table's rows to themselves:
 

 It's like we have two copies of the same table and join them together on a given condition to reach the required output query.
 

 Ex. If we have a store database with a client's data table holding a bunch of demographics, we could self-join the client's table to get clients who are located in the same city/made a purchase on the same day/etc.
 

 2- querying a table that has hierarchical data:
 

 Meaning, the table has a primary key that has a one-to-many relationship with another foreign key inside the same table, in other words, the table has data that refers to the same table. We could use self-join in order to have a clear look at the data by matching its keys.
 

 Ex. The organizational structure of a company may contain an employee table that has an employee id and his manager id (who is also an employee, hence has an employee id too) in the same table. Using self-join on this table would allow us to reference every employee directly to his manager.
 

 P.S. we would need to take care of duplicates that may occur and consider them in the conditions.",3
Meta,Data Analyst,Technical,Technical,What is the difference between temporary tables and common table expressions?,"𝗲𝗺𝗽𝗼𝗿𝗮𝗿𝘆 𝘁𝗮𝗯𝗹𝗲𝘀 and 𝗖𝗧𝗘s are both used to store intermediate results in MySQL, but there are some key differences between the two:
 

 𝗗𝗲𝗳𝗶𝗻𝗶𝘁𝗶𝗼𝗻: A temporary table is a physical table that is created in the database and persists until it is explicitly dropped or the session ends. A CTE is a virtual table that is defined only within the scope of a single SQL statement.
 

 𝗦𝘁𝗼𝗿𝗮𝗴𝗲: Temporary tables are stored in the database and occupy physical disk space. CTEs are not stored on disk and exist only in memory for the duration of the query.
 

 𝗔𝗰𝗰𝗲𝘀𝘀: Temporary tables can be accessed from any session that has the appropriate privileges. CTEs are only accessible within the scope of the query in which they are defined.
 

 𝗟𝗶𝗳𝗲𝘀𝗽𝗮𝗻: Temporary tables persist until they are explicitly dropped or the session ends. CTEs are only available for the duration of the query in which they are defined and are then discarded.
 

 𝗦𝘆𝗻𝘁𝗮𝘅: Temporary tables are created using the CREATE TEMPORARY TABLE statement, while CTEs are defined using the WITH clause.
 

 𝗣𝘂𝗿𝗽𝗼𝘀𝗲: Temporary tables are typically used to store intermediate results that will be used in multiple queries, while CTEs are used to simplify complex queries by breaking them down into smaller, more manageable parts.
 

 In summary, temporary tables are physical tables that persist in the database and can be accessed from any session, while CTEs are virtual tables that exist only within the scope of a single query and are discarded once the query is complete. Both temporary tables and CTEs can be useful tools for simplifying complex queries and storing intermediate results.",3
Meta,Data Analyst,Technical,Technical,Why use Right Join When Left Join can suffice the requirement?,"In MySQL, the 𝗥𝗜𝗚𝗛𝗧 𝗝𝗢𝗜𝗡 𝗮𝗻𝗱 𝗟𝗘𝗙𝗧 𝗝𝗢𝗜𝗡 are used to retrieve data from multiple tables by joining them based on a specified condition.
 

 Generally, the 𝗟𝗘𝗙𝗧 𝗝𝗢𝗜𝗡 is used more frequently than the 𝗥𝗜𝗚𝗛𝗧 𝗝𝗢𝗜𝗡 because it returns all the rows from the left table and matching rows from the right table, or NULL values if there is no match.
 

 In most cases, a 𝗟𝗘𝗙𝗧 𝗝𝗢𝗜𝗡 is sufficient to meet the requirement of retrieving all the data from the left table and matching data from the right table.
 

 However, there may be situations where using a 𝗥𝗜𝗚𝗛𝗧 𝗝𝗢𝗜𝗡 is more appropriate.
 

 Here are a few examples:
 

 𝟭. 𝗪𝗵𝗲𝗻 𝘁𝗵𝗲 𝗽𝗿𝗶𝗺𝗮𝗿𝘆 𝘁𝗮𝗯𝗹𝗲 𝗶𝘀 𝘁𝗵𝗲 𝗿𝗶𝗴𝗵𝘁 𝘁𝗮𝗯𝗹𝗲: If the right table contains the primary data that needs to be retrieved, and the left table contains supplementary data, a 𝗥𝗜𝗚𝗛𝗧 𝗝𝗢𝗜𝗡 can be used to retrieve all the data from the right table and matching data from the left table.
 

 𝟮. 𝗪𝗵𝗲𝗻 𝘁𝗵𝗲 𝗾𝘂𝗲𝗿𝘆 𝗻𝗲𝗲𝗱𝘀 𝘁𝗼 𝗯𝗲 𝗼𝗽𝘁𝗶𝗺𝗶𝘇𝗲𝗱: In some cases, a 𝗥𝗜𝗚𝗛𝗧 𝗝𝗢𝗜𝗡 may be more efficient than a 𝗟𝗘𝗙𝗧 𝗝𝗢𝗜𝗡 because the database optimizer can choose the most efficient join order based on the query structure and the available indexes.
 

 𝟯. 𝗪𝗵𝗲𝗻 𝘂𝘀𝗶𝗻𝗴 𝗼𝘂𝘁𝗲𝗿 𝗷𝗼𝗶𝗻𝘀: If the query requires an outer join, a 𝗥𝗜𝗚𝗛𝗧 𝗝𝗢𝗜𝗡 may be used to return all the rows from the right table, including those with no matching rows in the left table. It's important to note that while a 𝗥𝗜𝗚𝗛𝗧 𝗝𝗢𝗜𝗡 can provide additional functionality in certain cases, it may also make the query more complex and difficult to read. In most cases, a 𝗟𝗘𝗙𝗧 𝗝𝗢𝗜𝗡 is the preferred method for joining tables in MySQL.",1
Meta,Data Analyst,Technical,Technical,Why Rank skips sequence?,"In MySQL, the rank function may skip a sequence of numbers when using the DENSE_RANK() function or the RANK() function, depending on the data and the query. The DENSE_RANK() function assigns a unique rank to each distinct value in a result set, whereas the RANK() function assigns the same rank to the duplicate values.
 

 Here are some of the reasons why the rank function may skip a sequence in MySQL:
 

 𝗧𝗵𝗲 𝗗𝗘𝗡𝗦𝗘_𝗥𝗔𝗡𝗞() function skips ranks when there are ties. For example, if there are two rows with the same values in the ranking column, both will be assigned the same rank, and the next rank will be incremented by 1.
 

 𝗧𝗵𝗲 𝗥𝗔𝗡𝗞() function skips ranks when there are gaps between the duplicate values. For example, if there are three rows with the same values in the ranking column, and then the next row has a higher value, the RANK() function will skip over the fourth rank.
 

 The query may have filtering or grouping clauses that affect the ranking. For example, if a query filters out some rows or groups them by a different column, the ranking may not be sequential.
 

 It's important to note that the ranking function in MySQL behaves differently from the ranking function in other databases, so the same query may produce different results in different database systems.",3
Meta,Machine Learning,Technical,Technical,What are autoencoders? Explain the different layers of autoencoders and mention three practical usages of them?,"Autoencoders are one of the deep learning types used for unsupervised learning. There are key layers of autoencoders, which are the input layer, encoder, bottleneck hidden layer, decoder, and output.
 

 The three layers of the autoencoder are:-
 

 Encoder - Compresses the input data to an encoded representation which is typically much smaller than the input data.
 Latent Space Representation/ Bottleneck/ Code - Compact summary of the input containing the most important features
 Decoder - Decompresses the knowledge representation and reconstructs the data back from its encoded form. Then a loss function is used at the top to compare the input and output images. NOTE- It's a requirement that the dimensionality of the input and output be the same. Everything in the middle can be played with.
 Autoencoders have a wide variety of usage in the real world. The following are some of the popular ones:
 

 Transformers and Big Bird (Autoencoders is one of these components in both algorithms): Text Summarizer, Text Generator
 Image compression
 Nonlinear version of PCA",2
